caption_order,sentence,best_frame_idx,best_timestamp_pct,best_score,is_event,clip_dir
3,"The surroundings show a mix of urban infrastructure, including a Starbucks store and a pedestrian crossing, all under a bright but overcast sky.",4,45.6,0.9306,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_1/03
4,"The video captures the vehicle's steady forward motion through the rain, with the reflections of lights from the vehicles and buildings on the wet surface.",6,63.3,0.937,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_1/03
0,"The ego-vehicle is moving straight along a three-lane road, which is wet from recent rain, as evidenced by the reflective surface of the asphalt.",1,18.9,0.8921,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
1,"The road is lined with trees on both sides, and the foliage appears to be in the autumn season with leaves scattered on the ground.",3,36.7,0.974,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
2,"The road is surrounded by modern buildings, including high-rise apartments, and a bridge structure is visible in the distance.",8,81.1,0.4465,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
3,"The traffic flow is moderate, with several cars, including a black sedan and a yellow vehicle, traveling in the same direction.",1,18.9,0.1036,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
4,"The sun is shining brightly, causing a lens flare effect in the video, and the sky is overcast with clouds.",6,63.3,0.1237,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
5,The video captures the vehicle's forward motion as it navigates through the city streets.,4,45.6,0.7809,True,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04
0,"The ego-vehicle is moving straight along a two-lane city street on a clear, sunny day.",9,90.0,0.9374,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
1,"The road is lined with trees and buildings, and the traffic is moderate with several cars passing by.",6,63.3,0.9755,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
2,"The ego-vehicle is in the left lane, and as it progresses, it approaches an intersection where traffic lights are visible.",2,27.8,0.1811,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
3,"The traffic light is green, allowing the vehicle to proceed through the intersection.",3,36.7,0.3462,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
4,"The road is well-maintained with clear lane markings, and the surrounding environment includes various shops and signs, such as a pharmacy and a convenience store.",9,90.0,0.8787,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
5,"The sunlight is bright, casting shadows of the trees and vehicles on the road.",6,63.3,0.9894,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
6,"The vehicle maintains a steady pace, navigating smoothly through the urban setting.",9,90.0,0.5492,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_6/02
0,The ego-vehicle is moving straight along a two-lane city street under a sunny sky with scattered clouds.,4,45.6,0.9754,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
1,"The road is clear and well-maintained, with a yellow line marking the center and a solid metal guardrail on the left side.",1,18.9,0.9959,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
2,"The road is lined with trees and utility poles, and various roadside objects such as signs and parked vehicles are visible.",5,54.4,0.9472,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
3,"On the right side of the road, there is a large parking area with several cars and a blue sign that reads ""Dongwoong"" and ""KATO"".",0,10.0,0.3642,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
4,"The traffic flow is steady, with vehicles moving in both directions.",3,36.7,0.2146,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
5,"A white delivery truck with ""Dongwoong"" and ""LOEX"" logos is seen on the right side of the road, and a silver sedan passes by on the left.",5,54.4,0.2268,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
6,"The camera captures the scene from the perspective of the ego-vehicle, maintaining a consistent forward motion throughout the 10-second clip.",4,45.6,0.4445,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_10/01
0,"The ego-vehicle is moving straight on a multi-lane city street, with clear road markings indicating lane separation and traffic flow.",4,45.6,0.5707,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
1,"The road is a wide, multi-lane highway with several lanes in each direction, and the vehicles are traveling in a moderate flow.",7,72.2,0.28,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
2,"The road is lined with modern buildings and a mix of residential and commercial structures, with some construction cranes visible in the background.",2,27.8,0.0203,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
3,"The sky is overcast, suggesting cloudy weather, and the lighting is diffused, indicating daytime.",6,63.3,0.2101,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
4,"The ego-vehicle is in the middle of the road, surrounded by a variety of vehicles including a blue bus, a silver sedan, a white SUV, a green bus, and a white pickup truck.",6,63.3,0.9288,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
5,"The road is well-maintained, with clear lane markings and no visible obstacles or debris.",4,45.6,0.3084,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
6,"The traffic appears to be moving at a steady pace, with no signs of congestion or accidents.",7,72.2,0.6836,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
7,"The surrounding environment is urban, with trees and streetlights visible along the road, and the overall scene is calm and orderly.",9,90.0,0.0128,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_7/03
0,"The ego-vehicle is moving straight along a two-lane city street on a clear, sunny day.",9,90.0,0.9432,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
1,"The road is painted with a reddish-orange surface, and the lanes are marked with white lines.",0,10.0,0.9985,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
2,"A dedicated bike lane is visible on the left side, separated by a black and yellow striped barrier.",0,10.0,0.9532,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
3,"The road is lined with buildings, including a brick structure with a green awning on the left.",0,10.0,0.0395,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
4,"Overhead, numerous power lines and traffic signs are visible, including a blue sign indicating directions to ""Gangdong"" and ""Ganghong."" The ego-vehicle is following a white pickup truck, which is driving in the same direction.",8,81.1,0.9766,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
5,"The pickup truck has ""가축청역"" written on its back.",9,90.0,0.201,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
6,"The road ahead features an intersection with a crosswalk and a traffic light, and other vehicles, including a silver sedan and a white SUV, are present on the road.",8,81.1,0.9562,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
7,"The sky is bright blue with scattered white clouds, and the overall visibility is excellent.",5,54.4,0.5225,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_11/04
0,"The ego-vehicle is moving straight along a two-lane city street, with a clear and well-maintained road surface.",3,36.7,0.2649,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
1,"The road is lined with various buildings, including modern high-rise structures and older commercial buildings, some with visible signage such as ""GLA STORE"" and ""HOTEL."" The street is bustling with traffic, including cars, a green bus, and a motorcycle.",0,10.0,0.8783,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
2,"The vehicles are moving in both directions, with the ego-vehicle maintaining a steady pace.",7,72.2,0.494,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
3,"The road is marked with white arrows indicating the direction of travel, and the lane markings are clearly visible.",3,36.7,0.2973,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
4,"The weather is cloudy, and the sky is overcast, creating a diffused light that illuminates the scene.",1,18.9,0.1717,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
5,"The road is relatively wide, with traffic flowing smoothly, and the surrounding area is filled with pedestrians and other vehicles, indicating a busy urban environment.",2,27.8,0.3433,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
6,"The ego-vehicle is positioned in the right lane, and the traffic flow is consistent throughout the clip.",7,72.2,0.464,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_12/01
0,"The ego-vehicle is moving straight along a city street with a clear, two-lane road marked by a double yellow line.",9,90.0,0.9799,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
1,"The road is lined with various buildings, including modern glass structures on the left and older brick buildings on the right, with numerous signs and storefronts visible.",3,36.7,0.9351,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
2,"The sky is bright and sunny, indicating a clear day, with the sunlight casting shadows across the road.",7,72.2,0.9309,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
3,"The traffic flow is moderate, with several vehicles including a black sedan, a white SUV, and a silver sedan visible on the road.",9,90.0,0.8602,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
4,"The ego-vehicle is positioned in the right lane, approaching a crosswalk where other vehicles, including a white car and a black SUV, are also present.",9,90.0,0.9666,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
5,"The crosswalk is marked with white stripes, and traffic lights are visible above the intersection.",8,81.1,0.9732,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
6,"The road appears to be well-maintained and clear, with no visible obstructions or hazards.",7,72.2,0.3402,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_22/02
0,"The ego-vehicle is moving straight on a three-lane overpass road that appears to be wet from recent rain, as evidenced by the reflective surface of the asphalt.",1,18.9,0.8537,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
1,"The road is flanked by metal guardrails and various roadside signs, including a prominent yellow sign with Korean text.",0,10.0,0.6265,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
2,"The traffic flow is moderate, with vehicles moving in both directions, and the surrounding area includes a mix of modern high-rise buildings and lower residential structures.",7,72.2,0.1811,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
3,"The sky is overcast with clouds, indicating a rainy day, and the overall lighting is dim, consistent with the time of day being late afternoon or early evening.",6,63.3,0.3393,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
4,"The ego-vehicle is traveling in the middle lane, with a motorcycle ahead and several cars on the left and right sides of the road.",3,36.7,0.9638,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
5,"The scene is bustling with activity, and the visibility is clear enough to identify the vehicles and road markings.",8,81.1,0.2202,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_12/03
0,"The ego-vehicle is moving straight on a three-lane city street that is wet from rain, with visible water droplets on the windshield.",1,18.9,0.7355,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
1,"The road is paved and has white lane markings, with the ego-vehicle in the center lane.",8,81.1,0.0287,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
2,"On the left side of the road, there is a concrete barrier, and on the right, there are trees and some roadside structures.",7,72.2,0.6669,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
3,"Several vehicles are visible in the distance, including a white car and a black SUV, both in the same direction.",4,45.6,0.1341,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
4,"The road is flanked by streetlights and traffic signs, including a speed limit sign indicating 60 km/h.",5,54.4,0.0926,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
5,"The sky is overcast, and the overall lighting is dim due to the rain.",6,63.3,0.4821,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
6,The ego-vehicle maintains a steady speed as it travels along the wet road.,0,10.0,0.1355,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_4/02
0,"The ego-vehicle is moving straight along a wet city street, navigating through a three-lane road with a clear lane marked by a yellow line on the right side.",4,45.6,0.6551,True,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
1,"The road is flanked by tall buildings on the left and a transparent glass barrier on the right, which separates the roadway from a pedestrian walkway.",1,18.9,0.8571,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
2,"Raindrops are visible on the camera lens, indicating that it is currently raining, and the road surface appears slick from the water.",8,81.1,0.8805,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
3,"The traffic flow is moderate, with several vehicles ahead, including a silver van in the adjacent lane and a white car on the left.",1,18.9,0.3128,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
4,"The surroundings include streetlights and various signs, including one with the text ""SR알파리"" on the right side of the road.",2,27.8,0.0058,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
5,"The visibility is somewhat limited due to the rain, but the scene is well-lit by daylight.",5,54.4,0.5437,False,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_5/01
0,"The ego-vehicle is moving straight along a multi-lane city street during the daytime, with clear and well-maintained road conditions.",3,36.7,0.8638,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
1,"The road is wide and features multiple lanes with white dashed lines separating them, and a blue line marking the speed limit of 50 km/h.",3,36.7,0.9892,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
2,"The surrounding area is filled with modern buildings, including a prominent NC building on the left and a Ramada hotel on the right.",2,27.8,0.991,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
3,"Several cars, including a white sedan and a red van, are visible in the adjacent lanes, while a large orange delivery truck is parked on the right side of the road.",9,90.0,0.6513,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
4,"A bus is seen approaching from the right, and a few bicycles are parked along the sidewalk.",4,45.6,0.0054,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
5,"The sky is bright and sunny, indicating clear weather, and the overall scene suggests a bustling urban environment.",1,18.9,0.2436,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/03
0,"The ego-vehicle is moving straight along a three-lane city street, with the road appearing clear and well-maintained under a cloudy sky.",8,81.1,0.1801,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
1,"The lanes are separated by white lines, and the road is flanked by tall buildings and a dark concrete wall on the left side.",0,10.0,0.9995,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
2,"Several vehicles are traveling in the same direction, including a silver SUV in the center lane, a black sedan on the right, and a white sedan on the left.",0,10.0,0.9955,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
3,"A yellow taxi is visible in the distance, and a black car is approaching from the right.",7,72.2,0.952,True,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
4,A construction worker wearing a yellow vest is walking on the sidewalk near the right side of the road.,6,63.3,0.7836,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
5,"The road is lined with streetlights and a few trees, and there are no visible intersections or traffic signs.",4,45.6,0.0098,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
6,"The overall traffic flow is steady, and the visibility is good, allowing for clear observation of all vehicles and surrounding elements.",2,27.8,0.6295,False,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_3/02
0,The video captures a front-view ego-vehicle driving on a city street during the daytime under a sunny sky with scattered clouds.,4,45.6,0.9947,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
1,"The road is a three-lane road with a clear and well-maintained surface, featuring white lane markings and a crosswalk in the middle.",0,10.0,0.9254,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
2,"The ego-vehicle is moving straight ahead, passing through a traffic intersection where a green traffic light is visible, allowing the vehicle to proceed.",6,63.3,0.6316,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
3,"On the left side of the road, a white car is seen approaching the intersection from the opposite direction, while a black pickup truck is visible on the right side of the road.",7,72.2,0.7232,True,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
4,"In the background, several high-rise apartment buildings are visible, along with trees and some commercial buildings, indicating a dense urban environment.",1,18.9,0.765,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
5,"The road is surrounded by greenery and street signs, including a yellow sign with a blue arrow, which likely indicates a specific direction or traffic rule.",8,81.1,0.2793,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
6,"The overall scene is calm with moderate traffic flow, and the visibility is excellent due to the clear weather conditions.",8,81.1,0.1885,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_2/01
0,"The ego-vehicle is moving straight along a clear, two-lane city street under a sunny sky with scattered clouds.",3,36.7,0.9957,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
1,The road is well-maintained with visible lane markings and a yellow dividing line on the left side.,1,18.9,0.6075,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
2,"The street is lined with multi-story buildings, some with storefronts and signage, while others are residential.",0,10.0,0.6702,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
3,"Trees are planted along the sidewalks, casting shadows on the road.",7,72.2,0.9678,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
4,"A white car is visible ahead, driving in the same direction, and other vehicles are present in the distance.",7,72.2,0.7231,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
5,"The road appears to be relatively empty, with no significant traffic congestion.",8,81.1,0.646,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
6,"The scene is captured during the daytime, with bright sunlight illuminating the street and buildings.",1,18.9,0.8698,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
7,"The camera remains steady, providing a continuous forward view of the road ahead.",4,45.6,0.866,False,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_17/04
0,"The ego-vehicle is driving on a three-lane road that appears to be wet, likely from recent rain, as evidenced by the reflective surface of the road and scattered fallen leaves.",4,45.6,0.9643,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01
1,"The vehicle is moving forward on the rightmost lane, approaching an intersection with a visible blue road sign indicating directions to ""Eonju-ro"" and ""Gangnam-ro."" As the vehicle progresses, it turns right at the intersection, navigating through a busy urban environment with multiple lanes of traffic.",2,27.8,0.8057,True,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01
2,"The surrounding area features tall modern buildings, trees with autumn foliage, and a mix of parked and moving vehicles.",5,54.4,0.9955,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01
3,"The road is lined with orange traffic cones and a pedestrian crossing, indicating ongoing construction or maintenance work.",7,72.2,0.6213,True,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01
4,"The scene is captured during the daytime under a cloudy sky, which diffuses the sunlight and reduces glare, providing clear visibility for the driver.",9,90.0,0.1888,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01
0,"The ego-vehicle is moving straight on a three-lane road, with the road appearing clear and well-maintained under a sunny sky.",9,90.0,0.4767,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
1,"The sun is positioned high in the sky, creating a bright glare and lens flare on the camera lens.",9,90.0,0.877,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
2,"The road features white lane markings and a designated pedestrian crossing, with traffic signs indicating a green light for the current direction of travel.",4,45.6,0.32,True,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
3,"The road intersects with other lanes, where multiple vehicles, including a silver sedan and a white SUV, are visible in the adjacent lanes.",8,81.1,0.7683,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
4,"The surrounding area includes modern buildings with glass facades and a sign that reads ""전기판넬"" (electric panel) on the right side of the road.",4,45.6,0.2174,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
5,"The traffic flow is moderate, with vehicles moving in a steady manner, and the overall scene is well-lit, indicating that the capture time is daytime.",2,27.8,0.5999,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_28/04
0,"The ego-vehicle is moving straight along a three-lane city street during the daytime, with clear visibility and sunny weather.",3,36.7,0.7694,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
1,"The road is lined with modern buildings, including a prominent curved glass skyscraper on the left, and various commercial signs in Korean.",2,27.8,0.9509,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
2,"The road has a clear white arrow directing traffic forward, with a blue line marking the right lane.",3,36.7,0.9822,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
3,"As the vehicle progresses, it passes a yellow bus on the left, a white car in the adjacent lane, and a black sedan in the same direction.",8,81.1,0.9306,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
4,"The road is intersected by a traffic light that shows green, allowing the vehicle to continue.",6,63.3,0.3017,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
5,"A bus stop with a sign reading ""대중교통"" (public transportation) is visible on the right side of the road.",6,63.3,0.1654,True,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
6,"The road surface is smooth and well-maintained, with a few trees and greenery along the sidewalks.",9,90.0,0.1359,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
7,The video captures the vehicle's steady forward motion through a bustling urban environment.,0,10.0,0.9338,False,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_8/01
0,The video captures a front-view ego-vehicle driving through a bustling city street on a rainy day.,8,81.1,0.9721,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
1,"The road is wet, with visible raindrops on the camera lens, indicating ongoing precipitation.",7,72.2,0.7731,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
2,"The ego-vehicle is moving straight along a multi-lane highway, navigating through a busy urban environment.",0,10.0,0.0211,True,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
3,"The road features white lane markings and a crosswalk, with a blue bus directly ahead in the same direction.",0,10.0,0.9502,True,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
4,"The bus has a yellow banner with Korean text reading ""대한민국 KBS-Prime Club"" and the number ""3"" on the back.",9,90.0,0.837,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
5,"To the left, a black SUV is visible, and other vehicles, including a white van and a black sedan, are present in the adjacent lanes.",1,18.9,0.0268,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
6,"The surrounding area is lined with tall buildings, some with reflective glass facades, and festive lights adorn the trees along the roadside.",6,63.3,0.0438,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
7,"The traffic appears to be moderate, with vehicles maintaining a steady flow.",9,90.0,0.2444,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
8,"The overall scene reflects a typical city traffic environment during the day, with the weather conditions adding a reflective and slightly subdued atmosphere to the visuals.",7,72.2,0.5489,False,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_5/04
0,"The ego-vehicle is moving straight along a two-lane city street, with a clear road surface and well-defined lane markings.",8,81.1,0.4886,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
1,The road is bordered by a yellow dividing line and a white arrow indicating the direction of travel.,0,10.0,0.9806,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
2,"As the vehicle progresses, it approaches a crosswalk marked with white stripes and a pedestrian crossing symbol, with a traffic light visible ahead.",5,54.4,0.9119,True,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
3,"The road is lined with various buildings, including residential and commercial structures, and a few vehicles are seen in the adjacent lanes.",8,81.1,0.9559,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
4,"The sky is bright and sunny, with scattered clouds, indicating a pleasant daytime environment.",9,90.0,0.2073,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
5,The road appears to be in good condition with no visible debris or damage.,7,72.2,0.6,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
6,"The ego-vehicle maintains a steady speed, and the surrounding traffic flows smoothly.",8,81.1,0.0358,False,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_1/01
0,The video captures a front-view of a car driving on a three-lane city street during the daytime under sunny conditions.,0,10.0,0.9806,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
1,"The road is clear and well-maintained, with white lane markings and a blue lane marking on the right side.",0,10.0,0.9703,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
2,"The ego-vehicle is in the middle lane, moving forward and maintaining a steady speed.",0,10.0,0.8321,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
3,"On the left side of the road, there is a white car in the adjacent lane, and further ahead, a black sedan is also visible.",4,45.6,0.8445,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
4,"On the right side, a white SUV is in the same lane, and a black sedan is seen in the adjacent lane.",4,45.6,0.9696,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
5,"The road is lined with buildings and shops, including a sign that reads ""DUI KOREA"" and another that says ""일리츠산유통."" The traffic flow is moderate, with vehicles moving in both directions.",4,45.6,0.8638,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
6,"The sky is blue with some clouds, and the sunlight casts clear shadows on the road.",8,81.1,0.7984,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_7/04
0,"The ego-vehicle is moving straight along a two-lane city street under a clear, sunny sky.",1,18.9,0.9571,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_24/03
1,The road is well-maintained with white lane markings and a yellow and black bollard barrier on the left side.,3,36.7,0.3492,False,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_24/03
